,gene,product
3215,MLLT3,MLLT3 super elongation complex subunit
3216,MLLT6,"MLLT6, PHD finger containing"
3217,MLPH,Melanophilin
3218,MLXIPL,MLX interacting protein like
3219,MLYCD,Malonyl-CoA decarboxylase
3220,MMAA,Metabolism of cobalamin associated A
3221,MMAB,Metabolism of cobalamin associated B
3222,MMACHC,Metabolism of cobalamin associated C
3223,MMADHC,Metabolism of cobalamin associated D
3224,MMP13,Matrix metallopeptidase 13
3225,MMP14,Matrix metallopeptidase 14
3226,MMP19,Matrix metallopeptidase 19
3227,MMP2,Matrix metallopeptidase 2
3228,MMP20,Matrix metallopeptidase 20
3229,MMP21,Matrix metallopeptidase 21
3230,MMP3,Matrix metallopeptidase 3
3231,MMP9,Matrix metallopeptidase 9
3232,MMRN1,Multimerin 1
3233,MN1,"MN1 proto-oncogene, transcriptional regulator"
3234,MNS1,Meiosis specific nuclear structural 1
3235,MNX1,Motor neuron and pancreas homeobox 1
3236,MOCOS,Molybdenum cofactor sulfurase
3237,MOCS1,Molybdenum cofactor synthesis 1
3238,MOG,Myelin oligodendrocyte glycoprotein
3239,MOGS,Mannosyl-oligosaccharide glucosidase
3240,MORC2,MORC family CW-type zinc finger 2
3241,MOV10L1,Mov10 like RISC complex RNA helicase 1
3242,MPC1,Mitochondrial pyruvate carrier 1
3243,MPDU1,Mannose-P-dolichol utilization defect 1
3244,MPDZ,Multiple PDZ domain crumbs cell polarity complex component
3245,MPEG1,Macrophage expressed 1
3246,MPI,Mannose phosphate isomerase
3247,MPIG6B,Megakaryocyte and platelet inhibitory receptor G6b
3248,MPLKIP,M-phase specific PLK1 interacting protein
3249,MPO,Myeloperoxidase
3250,MPST,Mercaptopyruvate sulfurtransferase
3251,MPV17,Mitochondrial inner membrane protein MPV17
3252,MPZ,Myelin protein zero
3253,MPZL2,Myelin protein zero like 2
3254,MRAP,Melanocortin 2 receptor accessory protein
3255,MRAP2,Melanocortin 2 receptor accessory protein 2
3256,MRAS,Muscle RAS oncogene homolog
3257,MRE11,"MRE11 homolog, double strand break repair nuclease"
3258,MRM2,Mitochondrial rRNA methyltransferase 2
3259,MRPL12,Mitochondrial ribosomal protein L12
3260,MRPL3,Mitochondrial ribosomal protein L3
3261,MRPL44,Mitochondrial ribosomal protein L44
3262,MRPS14,Mitochondrial ribosomal protein S14
3263,MRPS16,Mitochondrial ribosomal protein S16
3264,MRPS2,Mitochondrial ribosomal protein S2
3265,MRPS22,Mitochondrial ribosomal protein S22
3266,MRPS23,Mitochondrial ribosomal protein S23
3267,MRPS25,Mitochondrial ribosomal protein S25
3268,MRPS28,Mitochondrial ribosomal protein S28
3269,MRPS34,Mitochondrial ribosomal protein S34
3270,MRPS7,Mitochondrial ribosomal protein S7
3271,MRTFA,Myocardin related transcription factor A
3272,MRTFB,Myocardin related transcription factor B
3273,MSH2,MutS homolog 2
3274,MSH3,MutS homolog 3
3275,MSH4,MutS homolog 4
3276,MSH5,MutS homolog 5
3277,MSH6,MutS homolog 6
3278,MSI2,Musashi RNA binding protein 2
3279,MSL3,MSL complex subunit 3
3280,MSLN,Mesothelin
3281,MSMB,Microseminoprotein beta
3282,MSMO1,Methylsterol monooxygenase 1
3283,MSN,Moesin
3284,MSR1,Macrophage scavenger receptor 1
3285,MSRB3,Methionine sulfoxide reductase B3
3286,MSTN,Myostatin
3287,MSTO1,Misato mitochondrial distribution and morphology regulator 1
3288,MSX1,Msh homeobox 1
3289,MSX2,Msh homeobox 2
3290,MT-ATP6,Mitochondrially encoded ATP synthase membrane subunit 6
3291,MT-ATP8,Mitochondrially encoded ATP synthase membrane subunit 8
3292,MT-CO1,Mitochondrially encoded cytochrome c oxidase I
3293,MT-CO2,Mitochondrially encoded cytochrome c oxidase II
3294,MT-CO3,Mitochondrially encoded cytochrome c oxidase III
3295,MT-CYB,Mitochondrially encoded cytochrome b
3296,MT-ND2,Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2
3297,MT-ND3,Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3
3298,MT-ND4,Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4
3299,MT-ND4L,Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L
3300,MT-ND5,Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5
3301,MT-ND6,Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6
3302,MTA1,Metastasis associated 1
3303,MTAP,Methylthioadenosine phosphorylase
3304,MTCP1,Mature T cell proliferation 1
3305,MTFMT,Mitochondrial methionyl-tRNA formyltransferase
3306,MTHFD1,"Methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
3307,MTHFR,Methylenetetrahydrofolate reductase
3308,MTHFS,Methenyltetrahydrofolate synthetase
3309,MTM1,Myotubularin 1
3310,MTMR14,Myotubularin related protein 14
3311,MTMR2,Myotubularin related protein 2
3312,MTO1,Mitochondrial tRNA translation optimization 1
3313,MTPAP,Mitochondrial poly(A) polymerase
3314,MTRFR,Mitochondrial translation release factor in rescue
3315,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
3316,MTUS1,Microtubule associated scaffold protein 1
3317,MTX2,Metaxin 2
3318,MUC1,"Mucin 1, cell surface associated"
3319,MUC5B,"Mucin 5B, oligomeric mucus/gel-forming"
3320,MUC7,"Mucin 7, secreted"
3321,MUSK,Muscle associated receptor tyrosine kinase
3322,MUTYH,MutY DNA glycosylase
3323,MVD,Mevalonate diphosphate decarboxylase
3324,MVK,Mevalonate kinase
3325,MXI1,"MAX interactor 1, dimerization protein"
3326,MXRA5,Matrix remodeling associated 5
3327,MYBPC1,Myosin binding protein C1
3328,MYBPC3,Myosin binding protein C3
3329,MYC,"MYC proto-oncogene, bHLH transcription factor"
3330,MYCN,"MYCN proto-oncogene, bHLH transcription factor"
3331,MYD88,MYD88 innate immune signal transduction adaptor
3332,MYF5,Myogenic factor 5
3333,MYG1,MYG1 exonuclease
3334,MYH10,Myosin heavy chain 10
3335,MYH11,Myosin heavy chain 11
3336,MYH14,Myosin heavy chain 14
3337,MYH2,Myosin heavy chain 2
3338,MYH3,Myosin heavy chain 3
3339,MYH6,Myosin heavy chain 6
3340,MYH8,Myosin heavy chain 8
3341,MYH9,Myosin heavy chain 9
3342,MYL1,Myosin light chain 1
3343,MYL11,Myosin light chain 11
3344,MYL2,Myosin light chain 2
3345,MYL3,Myosin light chain 3
3346,MYL4,Myosin light chain 4
3347,MYL9,Myosin light chain 9
3348,MYLK,Myosin light chain kinase
3349,MYLK2,Myosin light chain kinase 2
3350,MYMK,"Myomaker, myoblast fusion factor"
3351,MYMX,"Myomixer, myoblast fusion factor"
3352,MYO15A,Myosin XVA
3353,MYO18B,Myosin XVIIIB
3354,MYO1E,Myosin IE
3355,MYO1F,Myosin IF
3356,MYO3A,Myosin IIIA
3357,MYO5A,Myosin VA
3358,MYO5B,Myosin VB
3359,MYO6,Myosin VI
3360,MYO7A,Myosin VIIA
3361,MYO9A,Myosin IXA
3362,MYO9B,Myosin IXB
3363,MYOC,Myocilin
3364,MYOCD,Myocardin
3365,MYOD1,Myogenic differentiation 1
3366,MYOF,Myoferlin
3367,MYORG,Myogenesis regulating glycosidase (putative)
3368,MYOT,Myotilin
3369,MYOZ2,Myozenin 2
3370,MYPN,Myopalladin
3371,MYRF,Myelin regulatory factor
3372,MYSM1,"Myb like, SWIRM and MPN domains 1"
3373,MYT1L,Myelin transcription factor 1 like
3374,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit"
3375,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit"
3376,NAA20,"N-alpha-acetyltransferase 20, NatB catalytic subunit"
3377,NACC1,Nucleus accumbens associated 1
3378,NADK2,"NAD kinase 2, mitochondrial"
3379,NADSYN1,NAD synthetase 1
3380,NAGA,Alpha-N-acetylgalactosaminidase
3381,NAGLU,N-acetyl-alpha-glucosaminidase
3382,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
3383,NAGS,N-acetylglutamate synthase
3384,NALCN,"Sodium leak channel, non-selective"
3385,NANOS1,Nanos C2HC-type zinc finger 1
3386,NANS,N-acetylneuraminate synthase
3387,NARS1,Asparaginyl-tRNA synthetase 1
3388,NARS2,"Asparaginyl-tRNA synthetase 2, mitochondrial"
3389,NAT8L,N-acetyltransferase 8 like
3390,NAV3,Neuron navigator 3
3391,NAXD,NAD(P)HX dehydratase
3392,NAXE,NAD(P)HX epimerase
3393,NBAS,NBAS subunit of NRZ tethering complex
3394,NBEA,Neurobeachin
3395,NBEAL2,Neurobeachin like 2
3396,NBN,Nibrin
3397,NCAPD2,Non-SMC condensin I complex subunit D2
3398,NCAPD3,Non-SMC condensin II complex subunit D3
3399,NCAPG2,Non-SMC condensin II complex subunit G2
3400,NCAPH,Non-SMC condensin I complex subunit H
3401,NCDN,Neurochondrin
3402,NCF1,Neutrophil cytosolic factor 1
3403,NCF2,Neutrophil cytosolic factor 2
3404,NCF4,Neutrophil cytosolic factor 4
3405,NCKAP1L,NCK associated protein 1 like
3406,NCKIPSD,NCK interacting protein with SH3 domain
3407,NCOA1,Nuclear receptor coactivator 1
3408,NCOA2,Nuclear receptor coactivator 2
3409,NCOA4,Nuclear receptor coactivator 4
3410,NCSTN,Nicastrin
3411,NDE1,NudE neurodevelopment protein 1
3412,NDNF,Neuron derived neurotrophic factor
3413,NDP,Norrin cystine knot growth factor NDP
3414,NDRG1,N-myc downstream regulated 1
3415,NDST1,N-deacetylase and N-sulfotransferase 1
3416,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1
3417,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10
3418,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11
3419,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12
3420,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13
3421,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2
3422,NDUFA4,NDUFA4 mitochondrial complex associated
3423,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6
3424,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8
3425,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9
3426,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1
3427,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2
3428,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3
3429,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4
3430,NDUFAF5,NADH:ubiquinone oxidoreductase complex assembly factor 5
3431,NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6
3432,NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7
3433,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8
3434,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10
3435,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11
3436,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
3437,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8
3438,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9
3439,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2
3440,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1
3441,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2
3442,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3
3443,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4
3444,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6
3445,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7
3446,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8
3447,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1
3448,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2
3449,NEB,Nebulin
3450,NECAP1,NECAP endocytosis associated 1
3451,NECTIN1,Nectin cell adhesion molecule 1
3452,NECTIN4,Nectin cell adhesion molecule 4
3453,NEDD4L,NEDD4 like E3 ubiquitin protein ligase
3454,NEFH,Neurofilament heavy chain
3455,NEFL,Neurofilament light chain
3456,NEK1,NIMA related kinase 1
3457,NEK10,NIMA related kinase 10
3458,NEK2,NIMA related kinase 2
3459,NEK8,NIMA related kinase 8
3460,NEK9,NIMA related kinase 9
3461,NEMF,Nuclear export mediator factor
3462,NEPRO,Nucleolus and neural progenitor protein
3463,NEUROD1,Neuronal differentiation 1
3464,NEUROD2,Neuronal differentiation 2
3465,NEUROG3,Neurogenin 3
3466,NEXMIF,Neurite extension and migration factor
3467,NEXN,Nexilin F-actin binding protein
3468,NF1,Neurofibromin 1
3469,NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor"
3470,NFASC,Neurofascin
3471,NFE2L2,NFE2 like bZIP transcription factor 2
3472,NFIA,Nuclear factor I A
3473,NFIB,Nuclear factor I B
3474,NFIX,Nuclear factor I X
3475,NFKBIA,NFKB inhibitor alpha
3476,NFS1,NFS1 cysteine desulfurase
3477,NFU1,NFU1 iron-sulfur cluster scaffold
3478,NGF,Nerve growth factor
3479,NGLY1,N-glycanase 1
3480,NHEJ1,Non-homologous end joining factor 1
3481,NHLH2,Nescient helix-loop-helix 2
3482,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1
3483,NHLRC2,NHL repeat containing 2
3484,NHP2,NHP2 ribonucleoprotein
3485,NHS,NHS actin remodeling regulator
3486,NIN,Ninein
3487,NIPA1,NIPA magnesium transporter 1
3488,NIPAL4,NIPA like domain containing 4
3489,NIPBL,NIPBL cohesin loading factor
3490,NKAIN2,Sodium/potassium transporting ATPase interacting 2
3491,NKAP,NFKB activating protein
3492,NKX2-1,NK2 homeobox 1
3493,NKX2-5,NK2 homeobox 5
3494,NKX2-6,NK2 homeobox 6
3495,NKX3-2,NK3 homeobox 2
3496,NKX6-2,NK6 homeobox 2
3497,NLGN1,Neuroligin 1
3498,NLGN3,Neuroligin 3
3499,NLGN4X,Neuroligin 4 X-linked
3500,NLRC4,NLR family CARD domain containing 4
3501,NLRP1,NLR family pyrin domain containing 1
3502,NLRP12,NLR family pyrin domain containing 12
3503,NLRP5,NLR family pyrin domain containing 5
3504,NLRP7,NLR family pyrin domain containing 7
3505,NME8,NME/NM23 family member 8
3506,NMNAT1,Nicotinamide nucleotide adenylyltransferase 1
3507,NOBOX,NOBOX oogenesis homeobox
3508,NODAL,Nodal growth differentiation factor
3509,NOG,Noggin
3510,NOL3,Nucleolar protein 3
3511,NONO,Non-POU domain containing octamer binding
3512,NOP10,NOP10 ribonucleoprotein
3513,NOP56,NOP56 ribonucleoprotein
3514,NOS1AP,Nitric oxide synthase 1 adaptor protein
3515,NOTCH1,Notch receptor 1
3516,NOTCH2,Notch receptor 2
3517,NOTCH2NLA,Notch 2 N-terminal like A
3518,NOTCH2NLB,Notch 2 N-terminal like B
3519,NOTCH2NLC,Notch 2 N-terminal like C
3520,NOTCH3,Notch receptor 3
3521,NOVA2,NOVA alternative splicing regulator 2
3522,NOX1,NADPH oxidase 1
3523,NPAS3,Neuronal PAS domain protein 3
3524,NPC1,NPC intracellular cholesterol transporter 1
3525,NPC2,NPC intracellular cholesterol transporter 2
3526,NPHP1,Nephrocystin 1
3527,NPHP3,Nephrocystin 3
3528,NPHP4,Nephrocystin 4
3529,NPHS1,"NPHS1 adhesion molecule, nephrin"
3530,NPHS2,"NPHS2 stomatin family member, podocin"
3531,NPM1,Nucleophosmin 1
3532,NPPA,Natriuretic peptide A
3533,NPR3,Natriuretic peptide receptor 3
3534,NPRL2,"NPR2 like, GATOR1 complex subunit"
3535,NPRL3,"NPR3 like, GATOR1 complex subunit"
3536,NPSR1,Neuropeptide S receptor 1
3537,NR0B1,Nuclear receptor subfamily 0 group B member 1
3538,NR0B2,Nuclear receptor subfamily 0 group B member 2
3539,NR2E3,Nuclear receptor subfamily 2 group E member 3
3540,NR2F1,Nuclear receptor subfamily 2 group F member 1
3541,NR2F2,Nuclear receptor subfamily 2 group F member 2
3542,NR4A2,Nuclear receptor subfamily 4 group A member 2
3543,NR4A3,Nuclear receptor subfamily 4 group A member 3
3544,NR5A1,Nuclear receptor subfamily 5 group A member 1
3545,NRAS,"NRAS proto-oncogene, GTPase"
3546,NRCAM,Neuronal cell adhesion molecule
3547,NRG1,Neuregulin 1
3548,NRIP1,Nuclear receptor interacting protein 1
3549,NRL,Neural retina leucine zipper
3550,NRROS,Negative regulator of reactive oxygen species
3551,NRTN,Neurturin
3552,NRX1A,Neurexin 1
3553,NRX1B,Neurexin 1
3554,NSD1,Nuclear receptor binding SET domain protein 1
3555,NSD2,Nuclear receptor binding SET domain protein 2
3556,NSD3,Nuclear receptor binding SET domain protein 3
3557,NSDHL,NAD(P) dependent steroid dehydrogenase-like
3558,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
3559,NSMCE2,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase"
3560,NSMCE3,"NSE3 homolog, SMC5-SMC6 complex component"
3561,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor
3562,NSRP1,Nuclear speckle splicing regulatory protein 1
3563,NSUN2,NOP2/Sun RNA methyltransferase 2
3564,NSUN3,NOP2/Sun RNA methyltransferase 3
3565,NSUN5,NOP2/Sun RNA methyltransferase 5
3566,NT5C2,"5'-nucleotidase, cytosolic II"
3567,NT5C3A,"5'-nucleotidase, cytosolic IIIA"
3568,NT5E,5'-nucleotidase ecto
3569,NTF4,Neurotrophin 4
3570,NTHL1,Nth like DNA glycosylase 1
3571,NTN1,Netrin 1
3572,NTNG2,Netrin G2
3573,NUAK2,NUAK family kinase 2
3574,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial"
3575,NUDT2,Nudix hydrolase 2
3576,NUP107,Nucleoporin 107
3577,NUP133,Nucleoporin 133
3578,NUP155,Nucleoporin 155
3579,NUP160,Nucleoporin 160
3580,NUP188,Nucleoporin 188
3581,NUP205,Nucleoporin 205
3582,NUP214,Nucleoporin 214
3583,NUP37,Nucleoporin 37
3584,NUP62,Nucleoporin 62
3585,NUP85,Nucleoporin 85
3586,NUP88,Nucleoporin 88
3587,NUP93,Nucleoporin 93
3588,NUP98,Nucleoporin 98 and 96 precursor
3589,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit
3590,NUTM1,NUT midline carcinoma family member 1
3591,NXN,Nucleoredoxin
3592,NYX,Nyctalopin
3593,OARD1,O-acyl-ADP-ribose deacylase 1
3594,OAS1,2'-5'-oligoadenylate synthetase 1
3595,OAT,Ornithine aminotransferase
3596,OBSCN,"Obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
3597,OBSL1,Obscurin like cytoskeletal adaptor 1
3598,OCA2,OCA2 melanosomal transmembrane protein
3599,OCLN,Occludin
3600,OCRL,OCRL inositol polyphosphate-5-phosphatase
3601,ODAD1,Outer dynein arm docking complex subunit 1
3602,ODAD2,Outer dynein arm docking complex subunit 2
3603,ODAD3,Outer dynein arm docking complex subunit 3
3604,ODAD4,Outer dynein arm docking complex subunit 4
3605,ODAPH,Odontogenesis associated phosphoprotein
3606,OFD1,OFD1 centriole and centriolar satellite protein
3607,OGDHL,Oxoglutarate dehydrogenase L
3608,OGG1,8-oxoguanine DNA glycosylase
3609,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase
3610,OLIG2,Oligodendrocyte transcription factor 2
3611,OLR1,Oxidized low density lipoprotein receptor 1
3612,OPA1,OPA1 mitochondrial dynamin like GTPase
3613,OPA3,Outer mitochondrial membrane lipid metabolism regulator OPA3
3614,OPCML,Opioid binding protein/cell adhesion molecule like
3615,OPHN1,Oligophrenin 1
3616,OPLAH,"5-oxoprolinase, ATP-hydrolysing"
3617,OPN1LW,"Opsin 1, long wave sensitive"
3618,OPN1MW,"Opsin 1, medium wave sensitive"
3619,OPN1SW,"Opsin 1, short wave sensitive"
3620,OPTN,Optineurin
3621,ORAI1,ORAI calcium release-activated calcium modulator 1
3622,ORC1,Origin recognition complex subunit 1
3623,ORC4,Origin recognition complex subunit 4
3624,ORC6,Origin recognition complex subunit 6
3625,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3
3626,OSBPL2,Oxysterol binding protein like 2
3627,OSGEP,O-sialoglycoprotein endopeptidase
3628,OSMR,Oncostatin M receptor
3629,OSTM1,Osteoclastogenesis associated transmembrane protein 1
3630,OTC,Ornithine transcarbamylase
3631,OTOA,Otoancorin
3632,OTOF,Otoferlin
3633,OTOG,Otogelin
3634,OTOGL,Otogelin like
3635,OTUD5,OTU deubiquitinase 5
3636,OTUD6B,OTU deubiquitinase 6B
3637,OTULIN,OTU deubiquitinase with linear linkage specificity
3638,OTX2,Orthodenticle homeobox 2
3639,OVOL2,Ovo like zinc finger 2
3640,OXCT1,3-oxoacid CoA-transferase 1
3641,OXR1,Oxidation resistance 1
3642,P2RX2,Purinergic receptor P2X 2
3643,P3H1,Prolyl 3-hydroxylase 1
3644,P3H2,Prolyl 3-hydroxylase 2
3645,P4HA2,Prolyl 4-hydroxylase subunit alpha 2
3646,P4HB,Prolyl 4-hydroxylase subunit beta
3647,P4HTM,"Prolyl 4-hydroxylase, transmembrane"
3648,PABPN1,Poly(A) binding protein nuclear 1
3649,PACS1,Phosphofurin acidic cluster sorting protein 1
3650,PACS2,Phosphofurin acidic cluster sorting protein 2
3651,PADI3,Peptidyl arginine deiminase 3
3652,PADI4,Peptidyl arginine deiminase 4
3653,PADI6,Peptidyl arginine deiminase 6
3654,PAFAH1B1,Platelet activating factor acetylhydrolase 1b regulatory subunit 1
3655,PAICS,Phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
3656,PAK1,P21 (RAC1) activated kinase 1
3657,PAK2,P21 (RAC1) activated kinase 2
3658,PAK3,P21 (RAC1) activated kinase 3
3659,PALB2,Partner and localizer of BRCA2
3660,PALLD,"Palladin, cytoskeletal associated protein"
3661,PAM16,Presequence translocase associated motor 16
